Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info,Notes
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 2,ARCH9028,Conservation Methods and Practices,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9028.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 2,ARCH9063,Urban Morphology,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9063.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 1,ARCH9074,Principles of Heritage Conservation,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9074.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 1,ARCH9075,New Design in Old Settings,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9075.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 2,ARCH9080,"Urban Ecology, Design and Planning",https://sydney.edu.au/courses/units-of-study/2019/arch/arch9080.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 2,ARCH9081,Heritage Law and Policy,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9081.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Both semesters,ARCH9100,Introduction to Urban Design,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9100.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 1,ARCH9104,Architecture and Diagrams,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9104.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Both semesters,ARCH9106,Architectural Investigations: Models,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9106.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 1,ARCH9109,Advanced Fabrication,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9109.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Architectural and Design Science (PG),ARCH,PG,Semester 2,ARCH9113,Advanced Topics in Australian Architecture,https://sydney.edu.au/courses/units-of-study/2019/arch/arch9113.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,PG,Both semesters,DESA9008,Object Design (Material and Light),https://sydney.edu.au/courses/units-of-study/2019/desa/desa9008.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESA,PG,Both semesters,DESA9012,2D Print Processes in Design,https://sydney.edu.au/courses/units-of-study/2019/desa/desa9012.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESA,PG,Both semesters,DESA9013,Arch + Design Material Processes (Casting),https://sydney.edu.au/courses/units-of-study/2019/desa/desa9013.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESA,PG,Both semesters,DESA9014,Arch + Design Material Processes (Ceramics),https://sydney.edu.au/courses/units-of-study/2019/desa/desa9014.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9011,Audio Production,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9011.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9014,Building Construction Technology,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9014.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9015,Building Energy Analysis,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9015.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (Postgraduate),DESC,PG,Semester 1,DESC9048,Operational Facility Management,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9048.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (Postgraduate),DESC,PG,Semester 2,DESC9074,Project Management,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9074.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9090,Audio Systems and Measurement,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9090.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9115,Digital Audio Systems,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9115.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9117,Sound Design for New Media,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9117.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9133,Architectural Acoustics Practice,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9133.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (Postgraduate),DESC,PG,Semester 1,DESC9134,Audio and Acoustics Seminar,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9134.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9137,Spatial Audio,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9137.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9138,Architectural and Audio Acoustics,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9138.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9147,Sustainable Building Design Principles,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9147.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9148,Sustainable Building Design Practice,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9148.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9152,Practice of Lighting Design,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9152.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9154,Lighting Design Software,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9154.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9164,Lighting Technologies,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9164.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9166,Photometry and Colorimetry,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9166.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9167,Light and Vision,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9167.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9169,Daylight in Buildings,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9169.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9194,Asset and Facility Management,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9194.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9195,Building Economics,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9195.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9197,Energy Management and Code Compliance,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9197.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9198,Subjective Analysis in Lighting Design,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9198.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9200,Introduction to Architectural Science,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9200.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 2,DESC9201,Indoor Environmental Quality (IEQ),https://sydney.edu.au/courses/units-of-study/2019/desc/desc9201.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9673,Intelligent Building Control Systems,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9673.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9674,Building Information Management,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9674.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Design Science (PG),DESC,PG,Semester 1,DESC9675,High Performance Facades,https://sydney.edu.au/courses/units-of-study/2019/desc/desc9675.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Semester 1,IDEA9101,IDEA Laboratory 1,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9101.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Semester 1,IDEA9102,IDEA Studio 1,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9102.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Both semesters,IDEA9103,Design Programming,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9103.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Both semesters,IDEA9105,Interface Design,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9105.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Both semesters,IDEA9106,Design Thinking,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9106.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Semester 2,IDEA9201,IDEA Laboratory 2,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9201.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Interaction Design and Electronic Arts (PG),IDEA,PG,Semester 2,IDEA9202,IDEA Studio 2,https://sydney.edu.au/courses/units-of-study/2019/idea/idea9202.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Both semesters,MARC4001,Urban Architecture Research Studio,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4001.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Both semesters,MARC4002,Sustainable Architecture Research Studio,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4002.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Both semesters,MARC4003,Digital Architecture Research Studio,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4003.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 1,MARC4101,Advanced Technologies 1,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4101.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 2,MARC4102,Modern Architectural Theory,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4102.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 1,MARC4201,Modern Architectural History,https://sydney.edu.au/courses/units-of-study/2019/marc/marc4201.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 2,MARC5101,Advanced Technologies 2,https://sydney.edu.au/courses/units-of-study/2019/marc/marc5101.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 2,MARC5102,Contract Documentation,https://sydney.edu.au/courses/units-of-study/2019/marc/marc5102.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Both semesters,MARC6102,3D Computer Design Modelling,https://sydney.edu.au/courses/units-of-study/2019/marc/marc6102.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 2,MARC6202,Architecture Workshop A,https://sydney.edu.au/courses/units-of-study/2019/marc/marc6202.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Modern Architecture (PG),MARC,PG,Semester 2,MARC6203,Architecture Workshop B,https://sydney.edu.au/courses/units-of-study/2019/marc/marc6203.html,Must be Architecture major; portfolio required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Semester 2,PLAN9045,Economics for the Built Environment,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9045.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Semester 1,PLAN9049,International Urban Development Planning,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9049.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Both semesters,PLAN9061,"Planning Principles, Systems & Practice",https://sydney.edu.au/courses/units-of-study/2019/plan/plan9061.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Semester 1,PLAN9063,Strategic Planning and Design,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9063.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Semester 2,PLAN9064,Land Use and Infrastructure Planning,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9064.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Both semesters,PLAN9068,History & Theory of Planning & Design,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9068.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Semester 1,PLAN9071,Housing & Urban and Regional Development,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9071.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Architecture and Design,Planning (Postgraduate),PLAN,PG,Both semesters,PLAN9073,GIS Based Planning Policy and Analysis,https://sydney.edu.au/courses/units-of-study/2019/plan/plan9073.html,Must be Architecture major; portfolio may be required for consideration; Postgraduate students only; Enrolment quota (limited places available)
Arts and Social Sciences,Art History,ARHT,PG,Semester 1,ARHT5902,Art Writing,https://sydney.edu.au/courses/units-of-study/2019/arht/arht5902.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 1,ARHT5908,The Business of Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht5908.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 1,ARHT5909,Death and Disease in Renaissance Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht5909.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6914,Art and Curatorship,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6914.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6930,"Film Theory: Art, Industry, Culture",https://sydney.edu.au/courses/units-of-study/2019/arht/arht6930.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6935,"The Art Museum: Past, Present and Future",https://sydney.edu.au/courses/units-of-study/2019/arht/arht6935.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6937,Curating Asian Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6937.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 1,ARHT6953,Backstage at the Mitchell Library,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6953.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6956,The Politics of Curating Indigenous Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6956.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 2,ARHT6959,Curatorial Lab,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6959.html,Postgraduate students only
Arts and Social Sciences,Art History,ARHT,PG,Semester 1,ARHT6960,Contemporary Curating,https://sydney.edu.au/courses/units-of-study/2019/arht/arht6960.html,Postgraduate students only
Arts and Social Sciences,Arts Informatics,ARIN,PG,Semester 1,ARIN6902,Internet Cultures and Governance,https://sydney.edu.au/courses/units-of-study/2019/arin/arin6902.html,Postgraduate students only
Arts and Social Sciences,Arts Informatics,ARIN,PG,Semester 2,ARIN6904,Mobile Media and Games,https://sydney.edu.au/courses/units-of-study/2019/arin/arin6904.html,Postgraduate students only
Arts and Social Sciences,Arts Informatics,ARIN,PG,Semester 1,ARIN6905,New Media Audiences,https://sydney.edu.au/courses/units-of-study/2019/arin/arin6905.html,Postgraduate students only
Arts and Social Sciences,Asian Studies,ASNS,PG,Semester 1,ASNS6905,Asian Popular Culture,https://sydney.edu.au/courses/units-of-study/2019/asns/asns6905.html,Postgraduate students only
Arts and Social Sciences,Asian Studies,ASNS,PG,Semester 2,ASNS6906,Communicating in Asian Contexts,https://sydney.edu.au/courses/units-of-study/2019/asns/asns6906.html,Postgraduate students only
Arts and Social Sciences,Asian Studies,ASNS,PG,Semester 2,ASNS6908,Media Industries in East Asia,https://sydney.edu.au/courses/units-of-study/2019/asns/asns6908.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 1,CAEL5034,Image/Object in Photomedia,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5034.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 1,CAEL5037,Investigating Clay,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5037.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 1,CAEL5042,Upcycled Glass: Introducing Warm Glass,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5042.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 1,CAEL5043,Screen Writing and Directing,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5043.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 2,CAEL5044,The Moving Camera,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5044.html,Postgraduate students only
Arts and Social Sciences,Sydney College of the Arts: Contemporary Arts Electives,CAEL,PG,Semester 2,CAEL5047,Vessel as Concept: Hot Glass Intro,https://sydney.edu.au/courses/units-of-study/2019/cael/cael5047.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 2,CISS6001,New Security Challenges,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6001.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 1,CISS6002,Strategy & Security in the Asia-Pacific,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6002.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 2,CISS6004,Health and Security,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6004.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 1,CISS6006,Statebuiling and 'Fragile States',https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6006.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 2,CISS6012,Civil-Military Relations,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6012.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 1,CISS6016,Chinese Foreign and Security Policy,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6016.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 1,CISS6018,Nuclear Arms Control and Non-proliferation,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6018.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 2,CISS6019,War and Strategy,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6019.html,Postgraduate students only
Arts and Social Sciences,International Security Studies,CISS,PG,Semester 2,CISS6022,Cybersecurity,https://sydney.edu.au/courses/units-of-study/2019/ciss/ciss6022.html,Postgraduate students only
Arts and Social Sciences,Celtic Studies,CLST,PG,Semester 1,CLST6007,Old Irish 1,https://sydney.edu.au/courses/units-of-study/2019/clst/clst6007.html,Postgraduate students only
Arts and Social Sciences,Celtic Studies,CLST,PG,Semester 2,CLST6012,Middle Welsh 1,https://sydney.edu.au/courses/units-of-study/2019/clst/clst6012.html,Postgraduate students only
Arts and Social Sciences,Development Studies,DVST,PG,Both semesters,DVST6901,Development: Civil Society and Wellbeing,https://sydney.edu.au/courses/units-of-study/2019/dvst/dvst6901.html,Postgraduate students only
Arts and Social Sciences,Development Studies,DVST,PG,Semester 2,DVST6902,Development: Communication and Education,https://sydney.edu.au/courses/units-of-study/2019/dvst/dvst6902.html,Postgraduate students only
Arts and Social Sciences,Development Studies,DVST,PG,Both semesters,DVST6904,Rethinking Poverty,https://sydney.edu.au/courses/units-of-study/2019/dvst/dvst6904.html,Postgraduate students only
Arts and Social Sciences,Development Studies,DVST,PG,Semester 2,DVST6906,Culture & Politics of Health Development,https://sydney.edu.au/courses/units-of-study/2019/dvst/dvst6906.html,Postgraduate students only
Arts and Social Sciences,Econometrics,ECMT,PG,Both semesters,ECMT5001,Principles of Econometrics,https://sydney.edu.au/courses/units-of-study/2019/ecmt/ecmt5001.html,Postgraduate students only
Arts and Social Sciences,Econometrics,ECMT,PG,Both semesters,ECMT6002,Econometric Applications,https://sydney.edu.au/courses/units-of-study/2019/ecmt/ecmt6002.html,Postgraduate students only
Arts and Social Sciences,Econometrics,ECMT,PG,Semester 2,ECMT6003,Applied Business Forecasting,https://sydney.edu.au/courses/units-of-study/2019/ecmt/ecmt6003.html,Postgraduate students only
Arts and Social Sciences,Econometrics,ECMT,PG,Semester 1,ECMT6006,Applied Financial Econometrics,https://sydney.edu.au/courses/units-of-study/2019/ecmt/ecmt6006.html,Postgraduate students only
Arts and Social Sciences,Econometrics,ECMT,PG,Semester 1,ECMT6007,Analysis of Panel Data,https://sydney.edu.au/courses/units-of-study/2019/ecmt/ecmt6007.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON5001,Microeconomic Theory,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5001.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON5002,Macroeconomic Theory,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5002.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON5004,Communication in Economics,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5004.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON5005,Quantitative Tools for Economics,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5005.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Semester 2,ECON5006,Economics of Law and Public Policy,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5006.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Semester 2,ECON5007,The Economics of Financial Markets,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5007.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Semester 2,ECON5008,Behavioural Economics,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5008.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Semester 2,ECON5026,Strategic Business Relationships,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5026.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON5040,Microeconomics for Business,https://sydney.edu.au/courses/units-of-study/2019/econ/econ5040.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON6001,Microeconomics Analysis 1,https://sydney.edu.au/courses/units-of-study/2019/econ/econ6001.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON6002,Macroeconomics Analysis 1,https://sydney.edu.au/courses/units-of-study/2019/econ/econ6002.html,Postgraduate students only
Arts and Social Sciences,Economics,ECON,PG,Both semesters,ECON6003,Mathematical Methods of Econ Analysis,https://sydney.edu.au/courses/units-of-study/2019/econ/econ6003.html,Postgraduate students only
