Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info,Notes
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5269,Advanced Concrete Structures,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5269.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5277,Structural Rehabilitation and Timber Design,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5277.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5320,Engineering for Sustainable Development,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5320.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5351,Geoenvironmental Engineering,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5351.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Both semesters,CIVL5452,Foundation Engineering,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5452.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5453,Geotechnical Hazards,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5453.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5458,Numerical Methods in Civil Engineering,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5458.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5460,Analysis & Design of Pile Foundations,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5460.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5668,Wind Engineering for Design-Fundamentals,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5668.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5670,Reservoir Stream and Coastal Engineering,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5670.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 2,CIVL5701,Transport Networks,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5701.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5702,Traffic Engineering,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5702.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5703,"Transport Policy, Planning and Deployment",https://sydney.edu.au/courses/units-of-study/2019/civl/civl5703.html,Postgraduate students only
Engineering & IT,Civil Engineering,CIVL,PG,Semester 1,CIVL5999,Advanced Research and Analysis,https://sydney.edu.au/courses/units-of-study/2019/civl/civl5999.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5045,Computational Geometry,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5045.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5046,Natural Language Processing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5046.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5047,Pervasive Computing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5047.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Both semesters,COMP5048,Visual Analytics,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5048.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Both semesters,COMP5206,Information Technologies and Systems,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5206.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5216,Mobile Computing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5216.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Both semesters,COMP5310,Principles of Data Science,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5310.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5313,Large Scale Networks,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5313.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Both semesters,COMP5318,Knowledge Discovery and Data Mining,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5318.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5328,Advanced Machine Learning,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5328.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5329,Deep Learning,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5329.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5338,Advanced Data Models,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5338.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5347,Web Application Development,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5347.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5348,Enterprise Scale Software Architecture,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5358.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5349,Cloud Computing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5349.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5405,Digital Media Computing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5405.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5415,Multimedia Design and Authoring,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5415.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5416,Advanced Network Technologies,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5416.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5424,Information Technology in Biomedicine,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5424.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5425,Multimedia Retrieval,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5425.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 1,COMP5426,Parallel and Distributed Computing,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5426.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5427,Usability Engineering,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5427.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5617,Empirical Security Analysis and Engineering,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5617.html,Postgraduate students only
Engineering & IT,Computer Science,COMP,PG,Semester 2,COMP5618,Applied Cybersecurity,https://sydney.edu.au/courses/units-of-study/2019/comp/comp5618.html,Postgraduate students only
Engineering & IT,Complex Systems,CSYS,PG,Both semesters,CSYS5010,Introduction to Complex Systems,https://sydney.edu.au/courses/units-of-study/2019/csys/csys5010.html,Postgraduate students only
Engineering & IT,Complex Systems,CSYS,PG,Semester 1,CSYS5020,Interdependent Civil Systems,https://sydney.edu.au/courses/units-of-study/2019/csys/csys5020.html,Postgraduate students only
Engineering & IT,Complex Systems,CSYS,PG,Semester 2,CSYS5030,Self-Organisation and Criticality,https://sydney.edu.au/courses/units-of-study/2019/csys/csys5030.html,Postgraduate students only
Engineering & IT,Complex Systems,CSYS,PG,Semester 2,CSYS5040,Criticality in Dynamical Systems,https://sydney.edu.au/courses/units-of-study/2019/csys/csys5040.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5101,Antennas and Propagation,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5101.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5203,Topics in Power Engineering,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5203.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5204,Power Systems Analysis and Protection,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5204.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5205,High Voltage Engineering,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5205.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5206,Sustainable Energy Systems,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5206.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5207,Advanced Power Conversion Technologies,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5207.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5208,Intelligent Electricity Networks,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5208.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5211,Power Systems Dynamics and Control,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5211.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5212,Power Systems Planning and Markets,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5212.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5304,Multidimensional Signal Processing,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5304.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5305,"Acoustics, Speech and Signal Processing",https://sydney.edu.au/courses/units-of-study/2019/elec/elec5305.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5306,Advanced Signal Processing: Video Compression,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5306.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5307,Advanced Signal Processing with Deep Learning,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5307.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5507,Error Control Coding,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5507.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5508,Wireless Engineering,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5508.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5509,Mobile Networks,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5509.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5510,Satellite Communication Systems,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5510.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5511,Optical Communication Systems,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5511.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5512,Optical Networks,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5512.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5514,Networked Embedded Systems,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5514.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5516,Electrical and Optical Sensor Design,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5516.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5517,Software Defined Networks,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5517.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5518,IoT for Critical Infrastructures,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5518.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5616,Computer and Network Security,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5616.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 1,ELEC5618,Software Quality Engineering,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5618.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5619,Object Oriented Application Frameworks,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5619.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5620,Model Based Software Engineering,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5620.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5622,"Signals, Software, and Health",https://sydney.edu.au/courses/units-of-study/2019/elec/elec5622.html,Postgraduate students only
Engineering & IT,Electrical Engineering,ELEC,PG,Semester 2,ELEC5701,Technology Venture Creation,https://sydney.edu.au/courses/units-of-study/2019/elec/elec5701.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 1,ENGG5102,Entrepreneurship for Engineers,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5102.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 2,ENGG5103,Safety Systems & Risk Analysis,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5103.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 1,ENGG5202,"Sustainable Design, Engineering, & Management",https://sydney.edu.au/courses/units-of-study/2019/engg/engg5202.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 2,ENGG5203,Quality Engineering & Management,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5203.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 2,ENGG5214,Management of Technology,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5214.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 2,ENGG5215,International Eng Strategy and Operations,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5215.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Semester 1,ENGG5216,Management of Engineering Innovation,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5216.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Both semesters,ENGG5812,Project Delivery Approaches,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5812.html,Postgraduate students only
Engineering & IT,Engineering Faculty,ENGG,PG,Both semesters,ENGG5820,Applied Project Management,https://sydney.edu.au/courses/units-of-study/2019/engg/engg5820.html,Postgraduate students only
Engineering & IT,Health Technology Innovation,HTIN,PG,Semester 1,HTIN5001,Nature of Systems,https://sydney.edu.au/courses/units-of-study/2019/htin/htin5001.html,Postgraduate students only
Engineering & IT,Health Technology Innovation,HTIN,PG,Semester 2,HTIN5002,Quality Frameworks for Health Innovation,https://sydney.edu.au/courses/units-of-study/2019/htin/htin5002.html,Postgraduate students only
Engineering & IT,Health Technology Innovation,HTIN,PG,Semester 2,HTIN5003,Health Technology Evaluation,https://sydney.edu.au/courses/units-of-study/2019/htin/htin5003.html,Postgraduate students only
Engineering & IT,Health Technology Innovation,HTIN,PG,Semester 1,HTIN5004,Integrated Approaches to Chronic Disease,https://sydney.edu.au/courses/units-of-study/2019/htin/htin5004.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Semester 1,INFO5301,Information Security Management,https://sydney.edu.au/courses/units-of-study/2019/info/info5301.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Semester 2,INFO5306,Enterprise Healthcare Info Systems,https://sydney.edu.au/courses/units-of-study/2019/info/info5306.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Both semesters,INFO5991,Services Science Management and Eng,https://sydney.edu.au/courses/units-of-study/2019/info/info5991.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Both semesters,INFO5992,Understanding IT Innovations,https://sydney.edu.au/courses/units-of-study/2019/info/info5992.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Both Semesters,INFO5993,IT Researh Methods,https://sydney.edu.au/courses/units-of-study/2019/info/info5993.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Both Semesters,INFO6007,Project Management in IT,https://sydney.edu.au/courses/units-of-study/2019/info/info6007.html,Postgraduate students only
Engineering & IT,Information Technology,INFO,PG,Semester 2,INFO6010,Advanced Topics in IT Project Management,https://sydney.edu.au/courses/units-of-study/2019/info/info6010.html,Postgraduate students only
Engineering & IT,Information Systems,ISYS,PG,Semester 1,ISYS5050,Knowledge Management Systems,https://sydney.edu.au/courses/units-of-study/2019/isys/isys5050.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5255,Air Conditioning and Refrigeration,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5255.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5265,Combustion,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5265.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5275,Renewable Energy,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5275.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5304,Materials Failure,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5304.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5305,Smart Materials,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5305.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 1,MECH5310,Advanced Engineering Materials,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5310.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 1,MECH5416,Advanced Design & Analysis,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5416.html,Postgraduate students only
Engineering & IT,Mechanical Engineering,MECH,PG,Semester 2,MECH5720,Sensors & Signals,https://sydney.edu.au/courses/units-of-study/2019/mech/mech5720.html,Postgraduate students only
Engineering & IT,Mechatronic Engineering,MTRX,PG,Semester 1,MTRX5700,Experimental Robotics,https://sydney.edu.au/courses/units-of-study/2019/mtrx/mtrx5700.html,Postgraduate students only
Law School,Law,LAWS,PG,Semester 1,LAWS5008,Intro to Property and Commercial Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5008.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5009,The Legal Profession,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5009.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5010,Administrative Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5010.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5011,Federal Constitutional Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5011.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5012,Real Property,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5012.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5013,Evidence,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5013.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5014,Corporations Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5014.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5015,Equity,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5015.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Both semesters,LAWS5017,Private International Law A,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5017.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5101,Advanced Constitutional Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5101.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5102,Advanced Contracts,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5102.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5103,Advanced Corporate Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5103.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5104,Advanced Criminal Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5104.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5106,Advanced Evidence,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5106.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5111,Anti-Discrimination Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5111.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5112,Australian Income Tax,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5112.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5113,Banking and Financial Instruments,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5113.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Both semesters,LAWS5126,Criminology,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5126.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5127,Death and Inheritance Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5127.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Both semesters,LAWS5128,Media Law: Defamation and Privacy,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5128.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5130,Environmental Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5130.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Both semesters,LAWS5132,Family Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5132.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5134,International Human Rights Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5134.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5137,International Commercial Arbitration,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5137.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5138,International Commercial Transactions,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5138.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5141,Introduction to Islamic Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5141.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5143,Interpretation,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5143.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5145,Insolvency Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5145.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5146,Labour Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5146.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5147,Law and Economics,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5147.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5151,Media Law: Contempt and Open Justice,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5151.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5152,Medical Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5152.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5155,"Policing, Crime and Society",https://sydney.edu.au/courses/units-of-study/2019/laws/laws5155.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5157,Private International Law B,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5157.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5160,Roman Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5160.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5168,Theories of Justice,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5168.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5169,Theories of Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5169.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5171,Theories of Conscientious Obedience,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5171.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5175,Philosophy of International Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5175.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5178,"Development, Law and Human Rights",https://sydney.edu.au/courses/units-of-study/2019/laws/laws5178.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5179,IP: Trademarks and Patents,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5179.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5180,IP: Copyright and Designs,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5180.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 1,LAWS5183,War Law: Use of Force & Humanitarian Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5183.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5184,Secured Transactions in Commercial Law,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5184.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5192,Topics in Legal History,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5192.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
Law School,Law,LAWS,PG,Semester 2,LAWS5195,The Rule of Law and its Value,https://sydney.edu.au/courses/units-of-study/2019/laws/laws5195.html,Must be studying a Law degree; Postgraduate students only; Enrolment quota (limited places available)
