Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info,Notes
Architecture and Design,Design and Planning,BADP,UG,Semester 2,BADP1001,Empirical Thinking,https://sydney.edu.au/courses/units-of-study/2019/badp/badp1001.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 2,BADP2001,Algorithmic Architecture,https://sydney.edu.au/courses/units-of-study/2019/badp/badp2001.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 1,BADP2002,City Form and Development,https://sydney.edu.au/courses/units-of-study/2019/badp/badp2002.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 1,BADP2003,Light and Sound,https://sydney.edu.au/courses/units-of-study/2019/badp/badp2003.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 2,BADP2004,Building Technologies,https://sydney.edu.au/courses/units-of-study/2019/badp/badp2004.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 1,BADP3001,Designing for Environmental Quality,https://sydney.edu.au/courses/units-of-study/2019/badp/badp3001.html,Enrolment quota (limited places available)
Architecture and Design,Design and Planning,BADP,UG,Semester 2,BADP3002,Property and the Built Environment,https://sydney.edu.au/courses/units-of-study/2019/badp/badp3002.html,Enrolment quota (limited places available)
Architecture and Design,Architecture and Environment,BAEN,UG,Semester 2,BAEN1001,Design in Architecture,https://sydney.edu.au/courses/units-of-study/2019/baen/baen1001.html,Enrolment quota (limited places available)
Architecture and Design,Architecture and Environment,BAEN,UG,Semester 1,BAEN2001,Design Integration Lab: Materials,https://sydney.edu.au/courses/units-of-study/2019/baen/baen2001.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture and Environment,BAEN,UG,Semester 2,BAEN2002,Design Integration Lab: Energy,https://sydney.edu.au/courses/units-of-study/2019/baen/baen2002.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture and Environment,BAEN,UG,Semester 1,BAEN3001,Design Integration Lab: Urban,https://sydney.edu.au/courses/units-of-study/2019/baen/baen3001.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture and Environment,BAEN,UG,Semester 2,BAEN3002,Design Integration Lab: Capstone,https://sydney.edu.au/courses/units-of-study/2019/baen/baen3002.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES1011,Architectural History/Theory 1,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes1011.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES1012,Architectural Communications 1,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes1012.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES1023,Architectural Technologies 1,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes1023.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES1026,Architecture Studio 1A,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes1026.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES1027,Architecture Studio 1B,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes1027.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES2012,Architectural Communications 2,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2012.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Both semesters,BDES2013,Architectural Technologies 2,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2013.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES2021,Architectural History/Theory 2,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2021.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES2024,Art Processes,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2024.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES2026,Architecture Studio 2A,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2026.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES2027,Architecture Studio 2B,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes2027.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES3011,Architectural History/Theory 3,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3011.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES3012,Architectural Communications 3,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3012.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES3023,Architectural Technologies 3,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3023.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 1,BDES3026,Architecture Studio 3A,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3026.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES3027,Architecture Studio 3B,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3027.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Architecture Studio,BDES,UG,Semester 2,BDES3030,Roman Architecture: Creation-Reception,https://sydney.edu.au/courses/units-of-study/2019/bdes/bdes3030.html,Must be Architecture major; portfolio required for consideration; Enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 2,DAAE1001,Living Cities,https://sydney.edu.au/courses/units-of-study/2019/daae/daae1001.html,Enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 2,DAAE2001,Australian Architecture,https://sydney.edu.au/courses/units-of-study/2019/daae/daae2001.html,Enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 1,DAAE2002,"Architecture, Place and Society",https://sydney.edu.au/courses/units-of-study/2019/daae/daae2002.html,Enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Both semesters,DAAE2005,Designing with Colour,https://sydney.edu.au/courses/units-of-study/2019/daae/daae2005.html,Taught in online/distance mode; enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 2,DAAE2008,Innovative Building Structures,https://sydney.edu.au/courses/units-of-study/2019/daae/daae2008.html,Enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 1,DAAE2011,Intro to Visual Communication Design,https://sydney.edu.au/courses/units-of-study/2019/daae/daae2011.html,Taught in online/distance mode; enrolment quota (limited places available)
Architecture and Design,Digital Architecture,DAAE,UG,Semester 1,DAAE3001,Sustainable Architectural Practice,https://sydney.edu.au/courses/units-of-study/2019/daae/daae3001.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO1006,Design Thinking,https://sydney.edu.au/courses/units-of-study/2019/deco/deco1006.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO1012,Design Programming,https://sydney.edu.au/courses/units-of-study/2019/deco/deco1012.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 2,DECO1013,Physical Computing,https://sydney.edu.au/courses/units-of-study/2019/deco/deco1013.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO1014,Digital Media Production,https://sydney.edu.au/courses/units-of-study/2019/deco/deco1014.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO2010,Designing Social Media,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2010.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO2014,User Experience Design Studio,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2014.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 2,DECO2015,Design for Innovation,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2015.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO2101,Visual Communication,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2101.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO2103,Architectural Modelling and Prototyping,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2103.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 2,DECO2200,Interaction Design Studio,https://sydney.edu.au/courses/units-of-study/2019/deco/deco2200.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO3009,Designing for Virtual Reality,https://sydney.edu.au/courses/units-of-study/2019/deco/deco3009.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 1,DECO3100,Information Visualisation Design Studio,https://sydney.edu.au/courses/units-of-study/2019/deco/deco3100.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Both semesters,DECO3101,Innovation Design Studio,https://sydney.edu.au/courses/units-of-study/2019/deco/deco3101.html,Enrolment quota (limited places available)
Architecture and Design,Design Computing,DECO,UG,Semester 2,DECO3200,Interactive Product Design Studio,https://sydney.edu.au/courses/units-of-study/2019/deco/deco3200.html,Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 2,DESA1004,Designing with Surfaces and Light,https://sydney.edu.au/courses/units-of-study/2019/desa/desa1004.html,Taught in online/distance mode; enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 1,DESA3003,Architectural Detailing,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3003.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 1,DESA3004,Architecture and Diagrams,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3004.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 1,DESA3006,Architectural Investigations: Models,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3006.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 2,DESA3008,Architectural Models: Theory and Practice,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3008.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 2,DESA3009,Advanced Fabrication,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3009.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 2 - Intensive July,DESA3010,Code to Production,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3010.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Semester 2,DESA3011,Introduction to Building Construction,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3011.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Architecture and Design,Design Science (UG),DESA,UG,Both semesters,DESA3013,Expanded Colour: Theory to Application,https://sydney.edu.au/courses/units-of-study/2019/desa/desa3013.html,Must be Architecture major; portfolio may be required for consideration; Enrolment quota (limited places available)
Arts and Social Sciences,American Studies,AMST,UG,Semester 2,AMST1001,Global America,https://sydney.edu.au/courses/units-of-study/2019/amst/amst1001.html,
Arts and Social Sciences,American Studies,AMST,UG,Semester 2,AMST2606,Stand Up USA: American Comedy and Humour,https://sydney.edu.au/courses/units-of-study/2019/amst/amst2606.html,
Arts and Social Sciences,American Studies,AMST,UG,Semester 1,AMST2701,American Dreams,https://sydney.edu.au/courses/units-of-study/2019/amst/amst2701.html,
Arts and Social Sciences,American Studies,AMST,UG,Semester 2,AMST3601,American Perspectives,https://sydney.edu.au/courses/units-of-study/2019/amst/amst3601.html,
Arts and Social Sciences,American Studies,AMST,UG,Semester 1,AMST4112,Cultural Capital: Kant to Kardashian,https://sydney.edu.au/courses/units-of-study/2019/amst/amst4112.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,American Studies,AMST,UG,Semester 1,AMST4115,American Studies: Theory and Practice,https://sydney.edu.au/courses/units-of-study/2019/amst/amst4115.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS1600,Foundations for Ancient Greece,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs1600.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 2,ANHS1601,Foundations for Ancient Rome,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs1601.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS1602,Greek and Roman Myth,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs1602.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS2609,Alexander and the Hellenistic World,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs2609.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS2610,SPQR: The Senate and People of Rome,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs2610.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 2,ANHS2619,The World of Ancient Epic,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs2619.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 2,ANHS2634,Julius Caesar and the Roman Republic,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs2634.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS3602,Law and Disorder at Rome,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs3602.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 2,ANHS3608,The Peloponnesian War and Culture,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs3608.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 2,ANHS3635,Historiography Ancient and Modern,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs3635.html,
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS4101,Trends in Roman History,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs4101.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Ancient History,ANHS,UG,Semester 1,ANHS4102,Trends in Greek History,https://sydney.edu.au/courses/units-of-study/2019/anhs/anhs4102.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH1001,Cultural Difference: An Introduction,https://sydney.edu.au/courses/units-of-study/2019/anth/anth1001.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH1002,Anthropology and the Global,https://sydney.edu.au/courses/units-of-study/2019/anth/anth1002.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2600,Poverty and Inequality,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2600.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2605,Aboriginal Australia: Cultural Journeys,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2605.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2623,Gender: Anthropological Studies,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2623.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH2625,Culture and Development,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2625.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2626,Urban Anthropology,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2626.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2629,Race and Ethnic Relations,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2629.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2631,Being There: Method in Anthropology,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2631.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH2632,Anthropology of the Body,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2632.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2653,Economy and Culture,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2653.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH2655,The Social Production of Space,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2655.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH2666,History of Anthropological Thought,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2666.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Both semesters,ANTH2668,Comparative Cosmologies,https://sydney.edu.au/courses/units-of-study/2019/anth/anth2668.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH3601,Contemporary Theory and Anthropology,https://sydney.edu.au/courses/units-of-study/2019/anth/anth3601.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 2,ANTH3602,Reading Ethnography,https://sydney.edu.au/courses/units-of-study/2019/anth/anth3602.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH3615,Ethnography of Southeast Asia,https://sydney.edu.au/courses/units-of-study/2019/anth/anth3615.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH3618,Indigenous Australians Today,https://sydney.edu.au/courses/units-of-study/2019/anth/anth3618.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH3625,Filming Culture,https://sydney.edu.au/courses/units-of-study/2019/anth/anth3625.html,
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH4101,Theorising the State in Everyday Life,https://sydney.edu.au/courses/units-of-study/2019/anth/anth4101.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Anthropology,ANTH,UG,Semester 1,ANTH4102,Anthropology of Mind and Experience,https://sydney.edu.au/courses/units-of-study/2019/anth/anth4102.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC1611,Introductory Arabic 1A,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc1611.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 2,ARBC1612,Introductory Arabic 1B,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc1612.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC1651,Introduction to Arab Cultures,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc11651.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 2,ARBC1652,Visions of Contemporary Arab Cultures,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc1652.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC2613,Intermediate Arabic 2A,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc2613.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 2,ARBC2614,Intermediate Arabic 2B,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc2614.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC2671,Transnational Muslim Women and Veiling,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc2671.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC2681,Gender and Politics in the Arab World,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc2681.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC3615,Advanced Arabic 3A,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc3615.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 2,ARBC3616,Advanced Arabic 3B,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc3616.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC3636,Advanced Media Arabic 1,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc3636.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC3639,Readings-Arabic Literatures and Cultures,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc3639.html,
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 1,ARBC4113,Theory and Method in Arab Studies,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc4113.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Arabic Languages and Cultures,ARBC,UG,Semester 2,ARBC4114,Advanced Arabic for Research,https://sydney.edu.au/courses/units-of-study/2019/arbc/arbc4114.html,Requires closely-related major AND several semesters of relevant studies; Enrolment quota (limited places available)
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO1000,Ancient People: Hunters and Farmers,https://sydney.edu.au/courses/units-of-study/2019/arco/arco1000.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO1001,Civilisations of the Ancient World,https://sydney.edu.au/courses/units-of-study/2019/arco/arco1001.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO2001,Ancient Australia: Diverse adaptations,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2001.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO2002,Ancient Australia: shape and connection,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2002.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO2007,Ancient Greece,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2007.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO2008,Ancient Italy: Etruscans and Romans,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2008.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO2009,Village to city in ancient Western Asia,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2009.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO2010,Early States in Bronze Age Western Asia,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2010.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO2101,Fundamentals of Archaeological Practice,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2101.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO2103,Archaeology: Time and Materiality,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2103.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO2105,Ancient Mobility to Modern Megalopolis,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2105.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1 - Intensive January,ARCO2202,Athens: Archaeology and Society,https://sydney.edu.au/courses/units-of-study/2019/arco/arco2202.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO3003,War and Peace in early West Asia,https://sydney.edu.au/courses/units-of-study/2019/arco/arco3003.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO3006,Ancient China Unearthed,https://sydney.edu.au/courses/units-of-study/2019/arco/arco3006.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO3007,Minoans and Mycenaeans,https://sydney.edu.au/courses/units-of-study/2019/arco/arco3007.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 1,ARCO3101,"Archaeology: History, Theory, Research",https://sydney.edu.au/courses/units-of-study/2019/arco/arco3101.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO3401,Australian Lithic Technology (Project 1),https://sydney.edu.au/courses/units-of-study/2019/arco/arco3401.html,
Arts and Social Sciences,Archaeology,ARCO,UG,Semester 2,ARCO3402,Archaeozoology (Project 2),https://sydney.edu.au/courses/units-of-study/2019/arco/arco3402.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 2,AREC2005,Concepts in Environmental and Resource Economics,https://sydney.edu.au/courses/units-of-study/2019/arec/arec2005.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 2,AREC3001,Production Modelling and Management,https://sydney.edu.au/courses/units-of-study/2019/arec/arec3001.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 2,AREC3002,Agricultural Markets,https://sydney.edu.au/courses/units-of-study/2019/arec/arec3002.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 2,AREC3004,Economics of Water and Bio-Resources,https://sydney.edu.au/courses/units-of-study/2019/arec/arec3004.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 1,AREC3005,Agricultural Finance and Risk,https://sydney.edu.au/courses/units-of-study/2019/arec/arec3005.html,
Arts and Social Sciences,Environmental and Resource Economics,AREC,UG,Semester 1,AREC3007,Benefit-Cost Analysis,https://sydney.edu.au/courses/units-of-study/2019/arec/arec3007.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 1,ARHT1001,Style and Substance: Introducing Art History,https://sydney.edu.au/courses/units-of-study/2019/arht/arht1001.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT1002,Shock of the Now: Global Art since 1900,https://sydney.edu.au/courses/units-of-study/2019/arht/arht1002.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT1003,"Hollywood: Art, Industry, Entertainment",https://sydney.edu.au/courses/units-of-study/2019/arht/arht1003.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT2612,Forming Power: 17th Century Art and Design,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2612.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 1,ARHT2614,Pollock to Psychedelia,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2614.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT2616,High Renaissance Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2616.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT2618,"French Art, Salon to Cezanne",https://sydney.edu.au/courses/units-of-study/2019/arht/arht2618.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 1,ARHT2624,Sensation: Contemporary Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2624.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 2,ARHT2632,Modern Australian Art and Cinema,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2632.html,
Arts and Social Sciences,Art History,ARHT,UG,Semester 1,ARHT2636,Contemporary Aboriginal Art,https://sydney.edu.au/courses/units-of-study/2019/arht/arht2636.html,
