Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info,Notes
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS2201,Economics of Competition and Strategy,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos2201.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS2307,The European Economy,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos2307.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3002,Development Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3002.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3003,"Hierarchies, Incentives & Firm Structure",https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3003.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3004,History of Economic Thought,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3004.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3005,Industrial Organisation,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3005.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3006,International Trade,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3006.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3007,International Macroeconomics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3007.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3008,Labour Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3008.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3010,Monetary Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3010.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3011,Public Finance,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3011.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3012,Strategic Behaviour,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3012.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3013,Environmental Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3013.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3015,Law and Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3015.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3016,Experimental and Behavioural Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3016.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3017,Health Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3017.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3018,Economics of Growth,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3018.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3021,Business Cycles and Asset Markets,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3021.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3022,The Economics of Financial Markets,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3022.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3023,Personnel Economics,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3023.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3024,Economic History,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3024.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3025,The Economics of Regulation,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3025.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3026,Economics of Crime,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3026.html,
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3027,Economics of the Family,https://sydney.edu.au/courses/units-of-study/2019/ecos/ecos3027.html,
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC1005,Introduction to EC Education,https://sydney.edu.au/courses/units-of-study/2019/edec/edec1005.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC1006,Learning Through Play in Early Childhood,https://sydney.edu.au/courses/units-of-study/2019/edec/edec1006.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 2,EDEC1007,Health and Wellbeing in Early Childhood,https://sydney.edu.au/courses/units-of-study/2019/edec/edec1007.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 2,EDEC1008,History and Philosophy of ECE,https://sydney.edu.au/courses/units-of-study/2019/edec/edec1008.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC2005,Ethics and Social Justice in ECE,https://sydney.edu.au/courses/units-of-study/2019/edec/edec2005.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC2006,Language and Communication in EC,https://sydney.edu.au/courses/units-of-study/2019/edec/edec2006.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC2007,Science and Technology in the Early Years,https://sydney.edu.au/courses/units-of-study/2019/edec/edec2007.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 2,EDEC2009,Creative Arts in Early Childhood 1,https://sydney.edu.au/courses/units-of-study/2019/edec/edec2009.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC3001,Ethics and Social Justice,https://sydney.edu.au/courses/units-of-study/2019/edec/edec3001.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC3002,Early Learning with Infants and Toddlers,https://sydney.edu.au/courses/units-of-study/2019/edec/edec3002.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 1,EDEC3003,Mathematics in Early Childhood,https://sydney.edu.au/courses/units-of-study/2019/edec/edec3003.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 2,EDEC3004,Management & Administration in EC,https://sydney.edu.au/courses/units-of-study/2019/edec/edec3004.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: Early Childhood,EDEC,UG,Semester 2,EDEC3005,Science in Early Childhood,https://sydney.edu.au/courses/units-of-study/2019/edec/edec3005.html,Must be studying Early Childhood major
Arts and Social Sciences,Education: General Electives,EDGU,UG,Semester 1,EDGU1001,"Creativity, Youth Culture and the Arts",https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1001.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Semester 2,EDGU1002,Youth and Digital Culture,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1002.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Both semesters,EDGU1003,Diet and Nutrition for Health and Sport,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1003.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Semester 1,EDGU1004,"Young People, Sex and Sexual Health",https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1004.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Semester 2,EDGU1005,Sports Coaching: Theory and Practice,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1005.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Semester 2,EDGU1006,Texts and Expectations,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu1006.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Both semesters,EDGU2000,Teaching English Internationally 1,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu2000.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Both semesters,EDGU3000,Teaching English Internationally 2,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu3000.html,
Arts and Social Sciences,Education: General Electives,EDGU,UG,Both semesters,EDGU4000,Teaching English for Academic Purposes,https://sydney.edu.au/courses/units-of-study/2019/edgu/edgu4000.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 1,EDHP1001,Physical Education 1,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp1001.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 1,EDHP2001,Physical Education 2,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp2001.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 2,EDHP2003,Health of Young People,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp2003.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 2,EDHP2005,Sport Science for HPE 1,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp2005.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 1,EDHP3001,Physical Education 3,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp3001.html,
Arts and Social Sciences,Education: Health and Physical Education,EDHP,UG,Semester 1,EDHP3002,Health Equity Across the Population,https://sydney.edu.au/courses/units-of-study/2019/edhp/edhp3002.html,
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE2001,Pedagogy and Professional Practice 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse2001.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3040,Teaching History 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3040.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3041,Teaching Geography 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3041.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3042,Teaching Drama 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3042.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3043,Teaching TESOL 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3043.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3044,Teaching English 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3044.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3045,Teaching Mathematics 1A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3045.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3046,Teaching Mathematics 1B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3046.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3047,Teaching Languages 1A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3047.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3048,Teaching Languages 1B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3048.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3050,Teaching Commerce/Economics 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3050.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3051,Teaching Science 1A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3051.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3058,Teaching History 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3058.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3059,Teaching Geography 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3059.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3060,Teaching Drama 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3060.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3061,Teaching TESOL 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3061.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3062,Teaching English 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3062.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3063,Teaching Mathematics 2A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3063.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3064,Teaching Mathematics 2B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3064.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3065,Teaching Languages 2A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3065.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3067,Teaching Commerce/Economics 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3067.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3068,Teaching Science 2A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3068.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3071,Teaching Languages 2B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3071.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3076,Teaching Commerce/Business Studies 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3076.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3077,Teaching Commerce/Business Studies 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3077.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3078,Teaching Science 1B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3078.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3079,Teaching Science 2B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3079.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE3080,Teaching Aboriginal Studies 1,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3080.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE3081,Teaching Aboriginal Studies 2,https://sydney.edu.au/courses/units-of-study/2019/edse/edse3081.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4023,Teaching History 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4023.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4024,Teaching Geography 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4024.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4025,Teaching Drama 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4025.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4026,Teaching TESOL 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4026.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4027,Teaching English 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4027.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4028,Teaching Mathematics 3A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4028.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4029,Teaching Mathematics 3B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4029.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4030,Teaching Languages 3A,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4030.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4031,Teaching Languages 3B,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4031.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4033,Teaching Commerce/Economics 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4033.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4042,Craft Knowledge and Prof Practices 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4042.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 2,EDSE4044,Information Technology in Schools,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4044.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4047,Teaching Science Elective: Biology,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4047.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4048,Teaching Science Elective: Chemistry,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4048.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4050,Teaching Aboriginal Studies 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4050.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4051,Pedagogy and Professional Practice 3,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4051.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4052,Aboriginal Education: Secondary Schools,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4052.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Secondary,EDSE,UG,Semester 1,EDSE4075,Teaching Science Elective: Physics,https://sydney.edu.au/courses/units-of-study/2019/edse/edse4075.html,Must be studying Secondary Education major
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF1018,"Education, Teachers and Teaching",https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf1018.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF1019,Human Development and Education,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf1019.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF2006,Educational Psychology,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf2006.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF2007,Social Perspectives on Education,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf2007.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF3023,Sport: Contemporary Educational Issues,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3023.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF3026,"Global Perspectives, Poverty and Education",https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3026.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF3027,International Education,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3027.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF3028,Mentoring in Educational Contexts,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3028.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF3030,Australian Schooling Systems,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3030.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF3032,Curriculum and Evaluation,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3032.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Both semesters,EDUF3034,"Australian Theatre, Film and Learning",https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3034.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 2,EDUF3135,Aboriginal Community Engagement,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3135.html,
Arts and Social Sciences,Education: Foundations,EDUF,UG,Semester 1,EDUF3136,Research with Young Children,https://sydney.edu.au/courses/units-of-study/2019/eduf/eduf3136.html,
Arts and Social Sciences,Education: Secondary-Human Movement,EDUH,UG,Semester 2,EDUH1006,Identifying Health Determinants,https://sydney.edu.au/courses/units-of-study/2019/eduh/eduh1006.html,
Arts and Social Sciences,Education: Secondary-Human Movement,EDUH,UG,Semester 2,EDUH4005,Pedagogy for Physical Education 5,https://sydney.edu.au/courses/units-of-study/2019/eduh/eduh4005.html,
Arts and Social Sciences,Education: Secondary-Human Movement,EDUH,UG,Both semesters,EDUH4052,Learning in Outdoor Education,https://sydney.edu.au/courses/units-of-study/2019/eduh/eduh4052.html,
Arts and Social Sciences,Education: Secondary-Human Movement,EDUH,UG,Both semesters,EDUH4058,Sport and Learning in Australian Culture,https://sydney.edu.au/courses/units-of-study/2019/eduh/eduh4058.html,
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP1001,Creative Arts 1,https://sydney.edu.au/courses/units-of-study/2019/edup/edup1001.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP1002,"English, Literacy and Learning",https://sydney.edu.au/courses/units-of-study/2019/edup/edup1002.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP1003,Mathematics and Numeracy,https://sydney.edu.au/courses/units-of-study/2019/edup/edup1003.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP1005,Primary Science and Technology 1,https://sydney.edu.au/courses/units-of-study/2019/edup/edup1005.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP2002,English: Learning to be Literate,https://sydney.edu.au/courses/units-of-study/2019/edup/edup2002.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP2004,PDHPE1: Physical Activity,https://sydney.edu.au/courses/units-of-study/2019/edup/edup2004.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP2005,Mathematics Education 1: Early Number,https://sydney.edu.au/courses/units-of-study/2019/edup/edup2005.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP2007,Creative Arts 2,https://sydney.edu.au/courses/units-of-study/2019/edup/edup2007.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP2009,Intercultural Understanding in HSIE K-6,https://sydney.edu.au/courses/units-of-study/2019/edup/edup2009.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP3001,PDHPE 2: Active Healthy Primary Schools,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3001.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP3002,Human Society and its Environment 2,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3002.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP3003,Teaching in Multilingual Classrooms,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3003.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP3004,Mathematics Education 2,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3004.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP3006,English: Becoming Literate,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3006.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 1,EDUP3008,Creative Arts 3,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3008.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP3009,Science and Technology 1,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3009.html,Must be studying Primary Education major
Arts and Social Sciences,Education: Primary,EDUP,UG,Semester 2,EDUP3034,PDHPE 3: The Health Promoting School,https://sydney.edu.au/courses/units-of-study/2019/edup/edup3034.html,Must be studying Primary Education major
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL1002,Narratives of Romance and Adventure,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1002.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL1011,Introduction to Film Studies,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1011.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL1012,The Gothic Imagination,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1012.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL1013,Global Literatures in English,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1013.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL1014,Creative Writing,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1014.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL1026,Constructing the Fictive Self,https://sydney.edu.au/courses/units-of-study/2019/engl/engl1026.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2627,Screening Sexuality,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2627.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2640,Shakespeare,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2640.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2650,Reading Poetry,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2650.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL2654,Novel Worlds,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2654.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL2660,Reading the Nation: American Literature,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2660.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL2661,Imagining Camelot,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2661.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2665,The Victorian Novel,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2665.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2666,Creative Writing: Theory and Practice,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2666.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL2670,Revolutionary Writing: 1960s and Beyond,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2670.html,
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL2673,Television Fictions,https://sydney.edu.au/courses/units-of-study/2019/engl/engl2673.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL3608,Transpacific American Literature,https://sydney.edu.au/courses/units-of-study/2019/engl/engl3608.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL3611,Issues in the Semiotics of Language,https://sydney.edu.au/courses/units-of-study/2019/engl/engl3611.html,
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL3623,The 18th Century: Scandal and Sociability,https://sydney.edu.au/courses/units-of-study/2019/engl/engl3623.html,
