Course,University,URL
"MUSICAL THEATRE, B.F.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/musical-theatre-bfa/
"PROFESSIONAL PHOTOGRAPHY, B.DES.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/professional-photography-bdes/
"THEATRE, B.A. (ARTS AND ARCHITECTURE)",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/theatre-ba/
"THEATRE, B.F.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/theatre-bfa/
"ARCHITECTURAL HISTORY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/architectural-history-minor/
"ARCHITECTURE STUDIES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/architecture-studies-minor/
"ART HISTORY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
"ART, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-minor/
"GRAPHIC DESIGN, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/graphic-design-minor/
"INTERNATIONAL ARTS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/international-arts-minor/
"LANDSCAPE ARCHITECTURE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
"MUSIC PERFORMANCE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-performance-minor/
"MUSIC STUDIES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
"MUSIC TECHNOLOGY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-technology-minor/
"PHOTOGRAPHY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/photography-minor/
"THEATRE, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/theatre-minor/
"DIGITAL ARTS, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/digital-arts-certificate/
"ADVERTISING/PUBLIC RELATIONS, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/advertising-public-relations-ba/
"DIGITAL JOURNALISM AND MEDIA, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/digital-journalism-media-ba/
"FILM-VIDEO, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/film-video-ba/
"JOURNALISM, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/journalism-ba/
"MEDIA STUDIES, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/media-studies-ba/
"STRATEGIC COMMUNICATIONS, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/strategic-communications-ba/
"TELECOMMUNICATIONS, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/telecommunications-ba/
"DIGITAL MEDIA TRENDS AND ANALYTICS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/digital-media-trends-analytics-minor/
"FILM STUDIES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/film-studies-minor/
"INFORMATION SCIENCES AND TECHNOLOGY FOR TELECOMMUNICATIONS, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/information-sciences-technology-telecommunications-minor/
"MEDIA STUDIES, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/media-studies-minor/
"SPORTS JOURNALISM, CERTIFICATE",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/sports-journalism-certificate/
"EARTH SCIENCE AND POLICY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-science-policy-bs/
"EARTH SCIENCES, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sciences-bs/
"ENERGY AND SUSTAINABILITY POLICY, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-sustainability-policy-ba/
"ENERGY AND SUSTAINABILITY POLICY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-sustainability-policy-bs/
"ENERGY BUSINESS AND FINANCE, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-business-finance-bs/
"ENERGY ENGINEERING, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/energy-engineering-bs/
"ENVIRONMENTAL SYSTEMS ENGINEERING, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/environmental-systems-engineering-bs/
"GEOBIOLOGY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geobiology-bs/
"GEOGRAPHY, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geography-ba/
"GEOGRAPHY, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geography-bs/
"GEOSCIENCES, B.A.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geosciences-ba/
"GEOSCIENCES, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geosciences-bs/
LIBERAL ARTS AND EARTH AND MINERAL SCIENCES CONCURRENT DEGREE; LIBERAL ARTS AND ENGINEERING CONCURRENT DEGREE (EARTH AND MINERAL SCIENCES),Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/liberal-arts-earth-mineral-sciences-ba-bs/
"MATERIALS SCIENCE AND ENGINEERING, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/materials-science-engineering-bs/
"METEOROLOGY AND ATMOSPHERIC SCIENCE, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/meteorology-atmospheric-science-bs/
"MINING ENGINEERING, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/mining-engineering-bs/
"PETROLEUM AND NATURAL GAS ENGINEERING, B.S.",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/petroleum-natural-gas-engineering-bs/
"CLIMATOLOGY, MINOR",Penn State University,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/climatology-minor/
