Course,URL,University
Climate Science & Policy Minor; Environmental Science & Policy,https://ucdavis.pubs.curricunet.com/Catalog/climate-science-policy,"University of California, Davis"
Clinical Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/clinical-nutrition,"University of California, Davis"
Clinical Research (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/clinical-research-graduate-group,"University of California, Davis"
Coaching Principles & Methods Minor; Physical Education,https://ucdavis.pubs.curricunet.com/Catalog/coaching-principles-methods,"University of California, Davis"
Cognitive Science,https://ucdavis.pubs.curricunet.com/Catalog/cognitive-science,"University of California, Davis"
Communication,https://ucdavis.pubs.curricunet.com/Catalog/cmn,"University of California, Davis"
Community & Regional Development,https://ucdavis.pubs.curricunet.com/Catalog/crd,"University of California, Davis"
Community Development (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/community-development-graduate-group,"University of California, Davis"
Community Development Minor; Human Ecology,https://ucdavis.pubs.curricunet.com/Catalog/community-development,"University of California, Davis"
Community Nutrition Minor; Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/community-nutrition,"University of California, Davis"
Comparative Literature,https://ucdavis.pubs.curricunet.com/Catalog/com,"University of California, Davis"
Computational Biology Minor; Computer Science Engineering,https://ucdavis.pubs.curricunet.com/Catalog/computational-biology,"University of California, Davis"
Computer Engineering; Electrical & Computer Engineering,https://ucdavis.pubs.curricunet.com/Catalog/computer-engineering,"University of California, Davis"
Computer Science (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/computer-science-graduate-group,"University of California, Davis"
Computer Science; Letters & Science,https://ucdavis.pubs.curricunet.com/Catalog/computer-science,"University of California, Davis"
Computer Science & Engineering; Engineering,https://ucdavis.pubs.curricunet.com/Catalog/ecs,"University of California, Davis"
Construction Engineering & Management Minor; Civil & Environmental Engineering,https://ucdavis.pubs.curricunet.com/Catalog/construction-engineering-management,"University of California, Davis"
Consumer Science,https://ucdavis.pubs.curricunet.com/Catalog/cns,"University of California, Davis"
Contemporary Leadership Minor; Science & Society,https://ucdavis.pubs.curricunet.com/Catalog/contemporary-leadership,"University of California, Davis"
Critical Theory,https://ucdavis.pubs.curricunet.com/Catalog/cri,"University of California, Davis"
Cultural Studies (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/cst,"University of California, Davis"
Design,https://ucdavis.pubs.curricunet.com/Catalog/des,"University of California, Davis"
Dramatic Art,https://ucdavis.pubs.curricunet.com/Catalog/dramatic-art,"University of California, Davis"
Earth & Planetary Sciences,https://ucdavis.pubs.curricunet.com/Catalog/earth-planetary-sciences,"University of California, Davis"
Earth & Planetary Sciences Teaching Credential,https://ucdavis.pubs.curricunet.com/Catalog/earth-planetary-sciences-teaching-credential,"University of California, Davis"
East Asian Languages & Cultures,https://ucdavis.pubs.curricunet.com/Catalog/east-asian-languages-cultures,"University of California, Davis"
East Asian Studies,https://ucdavis.pubs.curricunet.com/Catalog/eas,"University of California, Davis"
Ecological Management & Restoration,https://ucdavis.pubs.curricunet.com/Catalog/ecological-management-restoration,"University of California, Davis"
Ecology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/ecl,"University of California, Davis"
Economics,https://ucdavis.pubs.curricunet.com/Catalog/ecn,"University of California, Davis"
Education Minor,https://ucdavis.pubs.curricunet.com/Catalog/edu,"University of California, Davis"
Education (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/education-graduate-group,"University of California, Davis"
Electrical & Computer Engineering; Electrical & Computer Engineering,https://ucdavis.pubs.curricunet.com/Catalog/eec,"University of California, Davis"
Electrical Engineering; Electrical & Computer Engineering,https://ucdavis.pubs.curricunet.com/Catalog/electrical-engineering,"University of California, Davis"
Energy Efficiency Minor; Biological & Agricultural Engineering,https://ucdavis.pubs.curricunet.com/Catalog/energy-efficiency,"University of California, Davis"
Energy Policy Minor; Biological & Agricultural Engineering,https://ucdavis.pubs.curricunet.com/Catalog/energy-policy,"University of California, Davis"
Energy Science & Technology Minor; Biological & Agricultural Engineering,https://ucdavis.pubs.curricunet.com/Catalog/energy-science-technology,"University of California, Davis"
Energy Systems (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/energy-systems-graduate-group,"University of California, Davis"
Engineering,https://ucdavis.pubs.curricunet.com/Catalog/eng,"University of California, Davis"
English,https://ucdavis.pubs.curricunet.com/Catalog/enl,"University of California, Davis"
Entomology,https://ucdavis.pubs.curricunet.com/Catalog/ent,"University of California, Davis"
Environmental Engineering,https://ucdavis.pubs.curricunet.com/Catalog/environmental-engineering,"University of California, Davis"
Environmental Geology Minor; Geology,https://ucdavis.pubs.curricunet.com/Catalog/environmental-geology,"University of California, Davis"
Environmental Horticulture & Urban Forestry,https://ucdavis.pubs.curricunet.com/Catalog/environmental-horticulture-urban-forestry,"University of California, Davis"
Environmental Horticulture Minor; Plant Sciences,https://ucdavis.pubs.curricunet.com/Catalog/enh,"University of California, Davis"
Environmental Policy & Management,https://ucdavis.pubs.curricunet.com/Catalog/epm,"University of California, Davis"
Environmental Policy Analysis & Planning,https://ucdavis.pubs.curricunet.com/Catalog/environmental-policy-analysis-planning,"University of California, Davis"
Environmental Science & Management,https://ucdavis.pubs.curricunet.com/Catalog/esm,"University of California, Davis"
Environmental Science & Policy,https://ucdavis.pubs.curricunet.com/Catalog/esp,"University of California, Davis"
Environmental Toxicology,https://ucdavis.pubs.curricunet.com/Catalog/etx,"University of California, Davis"
Epidemiology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/epi,"University of California, Davis"
Evolution & Ecology,https://ucdavis.pubs.curricunet.com/Catalog/eve,"University of California, Davis"
"Exercise Biology Minor; Neurobiology, Physiology, & Behavior",https://ucdavis.pubs.curricunet.com/Catalog/exb,"University of California, Davis"
Family Nurse Practitioner Program; Nursing,https://ucdavis.pubs.curricunet.com/Catalog/family-nurse-practitioner-program,"University of California, Davis"
Feminist Theory & Research,https://ucdavis.pubs.curricunet.com/Catalog/feminist-theory-research,"University of California, Davis"
Fiber & Polymer Science,https://ucdavis.pubs.curricunet.com/Catalog/fps,"University of California, Davis"
Film Studies,https://ucdavis.pubs.curricunet.com/Catalog/fms,"University of California, Davis"
First-Year Seminar Program,https://ucdavis.pubs.curricunet.com/Catalog/frs,"University of California, Davis"
Food Science,https://ucdavis.pubs.curricunet.com/Catalog/food-science,"University of California, Davis"
Food Science (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/food-science-graduate-group,"University of California, Davis"
Food Science & Technology,https://ucdavis.pubs.curricunet.com/Catalog/fst,"University of California, Davis"
Food Service Management Minor; Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/food-service-management,"University of California, Davis"
Food Service Management; Nutrition,https://ucdavis.pubs.curricunet.com/Catalog/fsm,"University of California, Davis"
Forensic Entomology Minor; Entomology & Nematology,https://ucdavis.pubs.curricunet.com/Catalog/forensic-entomology,"University of California, Davis"
Forensic Science (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/for,"University of California, Davis"
French,https://ucdavis.pubs.curricunet.com/Catalog/fre,"University of California, Davis"
Fungal Biology & Ecology Minor; Plant Pathology,https://ucdavis.pubs.curricunet.com/Catalog/fungal-biology-ecology,"University of California, Davis"
"Gender, Sexuality & Women's Studies",https://ucdavis.pubs.curricunet.com/Catalog/gender-sexuality-womens-studies,"University of California, Davis"
General Linguistics Minor; Linguistics,https://ucdavis.pubs.curricunet.com/Catalog/general-linguistics,"University of California, Davis"
Genetics & Genomics; Molecular & Cellular Biology,https://ucdavis.pubs.curricunet.com/Catalog/genetics-genomics,"University of California, Davis"
Geographic Information Systems Minor; Biological & Agricultural Engineering,https://ucdavis.pubs.curricunet.com/Catalog/geographic-information-systems,"University of California, Davis"
Geographic Studies Minor; Environmental Design,https://ucdavis.pubs.curricunet.com/Catalog/geographic-studies,"University of California, Davis"
Geography (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/geo,"University of California, Davis"
Geology,https://ucdavis.pubs.curricunet.com/Catalog/gel,"University of California, Davis"
Geophysics Minor; Earth & Planetary Sciences,https://ucdavis.pubs.curricunet.com/Catalog/geophysics,"University of California, Davis"
