Course_Name,Link
Master of Education Practice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57260160&institutionid=142314&course=Master-of-Education-Practice
Master of Educational Leadership,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2149624&institutionid=142314&course=Master-of-Educational-Leadership
Master of Emergency Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55348536&institutionid=142314&course=Master-of-Emergency-Management
Master of Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56176074&institutionid=142314&course=Master-of-Engineering
Master of Engineering Project Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54118446&institutionid=142314&course=Master-of-Engineering-Project-Management
Master of English and New Media Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56602030&institutionid=142314&course=Master-of-English-and-New-Media-Studies
Master of Gastronomy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56601832&institutionid=142314&course=Master-of-Gastronomy
Master of Global Business,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55343130&institutionid=142314&course=Master-of-Global-Business
Master of Health Informatics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55697384&institutionid=142314&course=Master-of-Health-Informatics
Master of Health Practice in Acupuncture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2152827&institutionid=142314&course=Master-of-Health-Practice-in-Acupuncture
Master of Health Practice in Child Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816982&institutionid=142314&course=Master-of-Health-Practice-in-Child-Health
Master of Health Practice in Mental Health and Addictions,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816986&institutionid=142314&course=Master-of-Health-Practice-in-Mental-Health-and-Addictions
Master of Health Practice in Midwifery,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816990&institutionid=142314&course=Master-of-Health-Practice-in-Midwifery
Master of Health Practice in Musculoskeletal Physiotherapy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816992&institutionid=142314&course=Master-of-Health-Practice-in-Musculoskeletal-Physiotherapy
Master of Health Practice in Paramedicine,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57260458&institutionid=142314&course=Master-of-Health-Practice-in-Paramedicine
Master of Health Practice in Psychotherapy Practice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816980&institutionid=142314&course=Master-of-Health-Practice-in-Psychotherapy-Practice
Master of Health Practice in Rehabilitation,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816996&institutionid=142314&course=Master-of-Health-Practice-in-Rehabilitation
Master of Health Practice in Violence and Trauma Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817000&institutionid=142314&course=Master-of-Health-Practice-in-Violence-and-Trauma-Studies
Master of Health Science in Advanced Nursing Practice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55702516&institutionid=142314&course=Master-of-Health-Science-in-Advanced-Nursing-Practice
Master of Health Science in MindBody Healthcare,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817046&institutionid=142314&course=Master-of-Health-Science-in-MindBody-Healthcare
Master of Health Science in Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817058&institutionid=142314&course=Master-of-Health-Science-in-Psychology
Master of Human Rights,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56148158&institutionid=142314&course=Master-of-Human-Rights
Master of Information Security and Digital Forensics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2145972&institutionid=142314&course=Master-of-Information-Security-and-Digital-Forensics
Master of International Hospitality Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2153451&institutionid=142314&course=Master-of-International-Hospitality-Management
Master of International Tourism Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2153453&institutionid=142314&course=Master-of-International-Tourism-Management
Master of Laws,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816288&institutionid=142314&course=Master-of-Laws
Master of Marketing,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55343136&institutionid=142314&course=Master-of-Marketing
Master of Medical Laboratory Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2154715&institutionid=142314&course=Master-of-Medical-Laboratory-Science
Master of Philosophy in Art and Design,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54539154&institutionid=142314&course=Master-of-Philosophy-in-Art-and-Design
Master of Philosophy in Business and Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816860&institutionid=142314&course=Master-of-Philosophy-in-Business-and-Economics
Master of Philosophy in Communication Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816862&institutionid=142314&course=Master-of-Philosophy-in-Communication-Studies
Master of Philosophy in Creative Technologies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816868&institutionid=142314&course=Master-of-Philosophy-in-Creative-Technologies
Master of Philosophy in Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816870&institutionid=142314&course=Master-of-Philosophy-in-Education
"Master of Philosophy in Engineering, Computer and Mathematical Sciences","https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816874&institutionid=142314&course=Master-of-Philosophy-in-Engineering,-Computer-and-Mathematical-Sciences"
Master of Philosophy in Health Sciences,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816876&institutionid=142314&course=Master-of-Philosophy-in-Health-Sciences
"Master of Philosophy in Hospitality, Tourism and Events","https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816882&institutionid=142314&course=Master-of-Philosophy-in-Hospitality,-Tourism-and-Events"
Master of Philosophy in Language and Culture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816886&institutionid=142314&course=Master-of-Philosophy-in-Language-and-Culture
Master of Philosophy in Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816894&institutionid=142314&course=Master-of-Philosophy-in-Science
Master of Philosophy in Social Sciences and Public Policy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816896&institutionid=142314&course=Master-of-Philosophy-in-Social-Sciences-and-Public-Policy
Master of Philosophy in Sport and Recreation,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816898&institutionid=142314&course=Master-of-Philosophy-in-Sport-and-Recreation
Master of Philosophy in Te Ara Poutama: Maori and indigenous development,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816904&institutionid=142314&course=Master-of-Philosophy-in-Te-Ara-Poutama:-Maori-and-indigenous-development
Master of Professional Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53004440&institutionid=142314&course=Master-of-Professional-Accounting
Master of Professional Language Studies - Language Teaching,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2154597&institutionid=142314&course=Master-of-Professional-Language-Studies---Language-Teaching
Master of Psychotherapy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56178560&institutionid=142314&course=Master-of-Psychotherapy
Master of Public Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2151482&institutionid=142314&course=Master-of-Public-Health
Master of Science (Research),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261708&institutionid=142314&course=Master-of-Science-(Research)
Master of Science in Applied Conservation,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55398330&institutionid=142314&course=Master-of-Science-in-Applied-Conservation
Master of Science in Biomedical Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261692&institutionid=142314&course=Master-of-Science-in-Biomedical-Science
Master of Science in Chemistry,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261698&institutionid=142314&course=Master-of-Science-in-Chemistry
Master of Science in Environmental Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261700&institutionid=142314&course=Master-of-Science-in-Environmental-Science
Master of Science in Food Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261704&institutionid=142314&course=Master-of-Science-in-Food-Science
Master of Science in Microbiology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57261706&institutionid=142314&course=Master-of-Science-in-Microbiology
Master of Service - Oriented Computing,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54117234&institutionid=142314&course=Master-of-Service---Oriented-Computing
Master of Sport and Exercise,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2160622&institutionid=142314&course=Master-of-Sport-and-Exercise
Master of Teaching and Learning (Primary),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816936&institutionid=142314&course=Master-of-Teaching-and-Learning-(Primary)
Master of Visual Arts,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56598600&institutionid=142314&course=Master-of-Visual-Arts
MBA - Master of Business Administration,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817180&institutionid=142314&course=MBA---Master-of-Business-Administration
PhD - Doctor of Philosophy in Art and Design,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54537424&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Art-and-Design
PhD - Doctor of Philosophy in Business and Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53012474&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Business-and-Economics
PhD - Doctor of Philosophy in Communication Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55374500&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Communication-Studies
PhD - Doctor of Philosophy in Creative Technologies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53025970&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Creative-Technologies
PhD - Doctor of Philosophy in Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54543574&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Education
"PhD - Doctor of Philosophy in Engineering, Computer and Mathematical Sciences","https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54543108&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Engineering,-Computer-and-Mathematical-Sciences"
PhD - Doctor of Philosophy in Health Sciences,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54551908&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Health-Sciences
"PhD - Doctor of Philosophy in Hospitality, Tourism and Events","https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54125772&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Hospitality,-Tourism-and-Events"
PhD - Doctor of Philosophy in Language and Culture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53059540&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Language-and-Culture
PhD - Doctor of Philosophy in Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53059094&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Science
PhD - Doctor of Philosophy in Social Sciences and Public Policy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57094968&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Social-Sciences-and-Public-Policy
PhD - Doctor of Philosophy in Sport and Recreation,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817248&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Sport-and-Recreation
PhD - Doctor of Philosophy in Te Ara Poutama: Maori and indigenous development,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817252&institutionid=142314&course=PhD---Doctor-of-Philosophy-in-Te-Ara-Poutama:-Maori-and-indigenous-development
Postgraduate Diploma in Applied Finance,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817098&institutionid=142314&course=Postgraduate-Diploma-in-Applied-Finance
Postgraduate Diploma in Arts,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53060468&institutionid=142314&course=Postgraduate-Diploma-in-Arts
Postgraduate Diploma in Brand Communication,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56598794&institutionid=142314&course=Postgraduate-Diploma-in-Brand-Communication
Postgraduate Diploma in Business,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816034&institutionid=142314&course=Postgraduate-Diploma-in-Business
Postgraduate Diploma in Business Administration,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817158&institutionid=142314&course=Postgraduate-Diploma-in-Business-Administration
Postgraduate Diploma in Communication Studies - Digital Media Pathway,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55370708&institutionid=142314&course=Postgraduate-Diploma-in-Communication-Studies---Digital-Media-Pathway
Postgraduate Diploma in Communication Studies - Journalism Pathway,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57260114&institutionid=142314&course=Postgraduate-Diploma-in-Communication-Studies---Journalism-Pathway
Postgraduate Diploma in Communication Studies - Public Relations Pathway,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57260116&institutionid=142314&course=Postgraduate-Diploma-in-Communication-Studies---Public-Relations-Pathway
Postgraduate Diploma in Communication Studies - Screen Production Pathway,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57339184&institutionid=142314&course=Postgraduate-Diploma-in-Communication-Studies---Screen-Production-Pathway
Postgraduate Diploma in Communication Studies - Standard Pathway,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816068&institutionid=142314&course=Postgraduate-Diploma-in-Communication-Studies---Standard-Pathway
Postgraduate Diploma in Computer and Information Sciences,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2145476&institutionid=142314&course=Postgraduate-Diploma-in-Computer-and-Information-Sciences
Postgraduate Diploma in Counselling Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55696508&institutionid=142314&course=Postgraduate-Diploma-in-Counselling-Psychology
Postgraduate Diploma in Emergency Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56599658&institutionid=142314&course=Postgraduate-Diploma-in-Emergency-Management
Postgraduate Diploma in Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2150508&institutionid=142314&course=Postgraduate-Diploma-in-Engineering
Postgraduate Diploma in Gastronomy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56601828&institutionid=142314&course=Postgraduate-Diploma-in-Gastronomy
Postgraduate Diploma in Global Business,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817104&institutionid=142314&course=Postgraduate-Diploma-in-Global-Business
Postgraduate Diploma in Health Science in Acupuncture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2151661&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Acupuncture
Postgraduate Diploma in Health Science in Advanced Nursing Practice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816110&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Advanced-Nursing-Practice
Postgraduate Diploma in Health Science in Advanced Psychotherapy Practice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816112&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Advanced-Psychotherapy-Practice
Postgraduate Diploma in Health Science in Child Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816132&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Child-Health
Postgraduate Diploma in Health Science in Health Care Ethics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816134&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Health-Care-Ethics
Postgraduate Diploma in Health Science in Health Professional Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816138&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Health-Professional-Education
Postgraduate Diploma in Health Science in Leadership and Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816140&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Leadership-and-Management
Postgraduate Diploma in Health Science in Maori Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57343464&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Maori-Health
Postgraduate Diploma in Health Science in Mental Health and Addictions,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816142&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Mental-Health-and-Addictions
Postgraduate Diploma in Health Science in Midwifery,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816146&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Midwifery
Postgraduate Diploma in Health Science in MindBody Healthcare,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816148&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-MindBody-Healthcare
Postgraduate Diploma in Health Science in Musculoskeletal Physiotherapy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816156&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Musculoskeletal-Physiotherapy
Postgraduate Diploma in Health Science in Older Adult: Health and Wellness,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816158&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Older-Adult:-Health-and-Wellness
Postgraduate Diploma in Health Science in Paramedicine,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57343814&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Paramedicine
Postgraduate Diploma in Health Science in Physical Activity and Nutrition,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57093740&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Physical-Activity-and-Nutrition
Postgraduate Diploma in Health Science in Rehabilitation,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816164&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Rehabilitation
Postgraduate Diploma in Health Science in Violence and Trauma Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56816166&institutionid=142314&course=Postgraduate-Diploma-in-Health-Science-in-Violence-and-Trauma-Studies
Postgraduate Diploma in International Hospitality Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2153374&institutionid=142314&course=Postgraduate-Diploma-in-International-Hospitality-Management
Postgraduate Diploma in International Tourism Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2153379&institutionid=142314&course=Postgraduate-Diploma-in-International-Tourism-Management
Postgraduate Diploma in Marketing,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817110&institutionid=142314&course=Postgraduate-Diploma-in-Marketing
Postgraduate Diploma in Medical Laboratory Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2154703&institutionid=142314&course=Postgraduate-Diploma-in-Medical-Laboratory-Science
Postgraduate Diploma in Professional Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56817114&institutionid=142314&course=Postgraduate-Diploma-in-Professional-Accounting
Postgraduate Diploma in Public Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54641602&institutionid=142314&course=Postgraduate-Diploma-in-Public-Health
Postgraduate Diploma in Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53058192&institutionid=142314&course=Postgraduate-Diploma-in-Science
Postgraduate Diploma in Sport and Exercise,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2152580&institutionid=142314&course=Postgraduate-Diploma-in-Sport-and-Exercise
TESOL/TKT,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57083784&institutionid=142314&course=TESOL/TKT
