Course,University,URL
Sport and Fitness Program,University of Florida,https://catalog.ufl.edu/UGRD/courses/sport_and_fitness_program/
Statistics,University of Florida,https://catalog.ufl.edu/UGRD/courses/statistics/
Sustainability and the Built Environment,University of Florida,https://catalog.ufl.edu/UGRD/courses/sustainability_and_the_built_environment/
"Swahili | Languages, Literatures, and Cultures",University of Florida,https://catalog.ufl.edu/UGRD/courses/las_ls_mod_for_lang_swahili/
Telecommunication,University of Florida,https://catalog.ufl.edu/UGRD/courses/telecommunication/
Theatre and Dance,University of Florida,https://catalog.ufl.edu/UGRD/courses/theatre_and_dance/
"Tourism, Recreation and Sport Management",University of Florida,https://catalog.ufl.edu/UGRD/courses/tourism_recreation_and_sport_management/
Turkish | European Studies,University of Florida,https://catalog.ufl.edu/UGRD/courses/turkish/
Urban and Regional Planning,University of Florida,https://catalog.ufl.edu/UGRD/courses/urban_and_regional_planning/
Veterinary Medical Sciences,University of Florida,https://catalog.ufl.edu/UGRD/courses/veterinary_medical_sciences/
"Vietnamese | Languages, Literatures, and Cultures",University of Florida,https://catalog.ufl.edu/UGRD/courses/las_ls_mod_for_lang_vietnames/
Wildlife Ecology and Conservation,University of Florida,https://catalog.ufl.edu/UGRD/courses/wildlife_ecology_and_conservation/
"Wolof | Languages, Literatures, and Cultures",University of Florida,https://catalog.ufl.edu/UGRD/courses/las_ls_mod_for_lang_wolof/
Women's Studies,University of Florida,https://catalog.ufl.edu/UGRD/courses/womens_studies/
"Writing Program, University",University of Florida,https://catalog.ufl.edu/UGRD/courses/writing_program/
"Xhosa | Languages, Literatures, and Cultures",University of Florida,https://catalog.ufl.edu/UGRD/courses/las_ls_mod_for_lang_xhosa/
"Yoruba | Languages, Literatures, and Cultures",University of Florida,https://catalog.ufl.edu/UGRD/courses/las_ls_mod_for_lang_yoruba/
Zoology,University of Florida,https://catalog.ufl.edu/UGRD/courses/zoology/
Agricultural and Life Sciences,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1958
Arts,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1964
Business,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1959
Dentistry,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1960
"Design, Construction, and Planning",University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1962
Education,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1961
Engineering,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1963
Health and Human Performance,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1965
Journalism and Mass Communication,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1966
Law,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1967
Liberal Arts and Sciences,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1968
Medicine,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1969
Nursing,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1970
Pharmacy,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1971
Public Health and Health Professions,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1972
Veterinary Medicine,University of Florida,http://gradcatalog.ufl.edu/content.php?catoid=10&navoid=1973
